Tool	Type	Name
SIGMA	CRAN	sigmaNet
signac	CRAN	SIGN
signac	CRAN	Signac
signac	CRAN	SignacX
signac	CRAN	signal
signac	PyPI	signac
SIMBA	PyPI	imba
SIMBA	PyPI	pysimba
SIMBA	PyPI	siembra
SIMBA	PyPI	sim
SIMBA	PyPI	sima
SIMBA	PyPI	simab
SIMBA	PyPI	siman
SIMBA	PyPI	simba
SIMBA	PyPI	simbak
SIMBA	PyPI	simbayesp
SIMBA	PyPI	simdb
SIMBA	PyPI	simjb
SIMBA	PyPI	simoa
SIMBA	PyPI	simpa
SimCD	Bioc	SIM
SimCD	Bioc	SIMD
SimCD	CRAN	simcdm
SimCD	CRAN	simEd
SimCD	CRAN	smicd
SimiC	PyPI	sim
SimiC	PyPI	simc
SimiC	PyPI	simcli
SimiC	PyPI	simcm
SimiC	PyPI	simcx
SimiC	PyPI	simdict
SimiC	PyPI	simi
SimiC	PyPI	simil
SimiC	PyPI	simio
SimiC	PyPI	simiotics
SimiC	PyPI	Simis
SimiC	PyPI	sismic
SIMLR	CRAN	SimilaR
SIMLR	CRAN	simlandr
SIMLR	CRAN	simml
SIMLR	CRAN	simmr
SIMLR	CRAN	simr
SIMLR	CRAN	simrel
SIMLR	CRAN	simsl
SIMLR	CRAN	simul
SIMPLEs	Conda	simplejson
SIMPLEs	CRAN	SimPhe
SIMPLEs	CRAN	simplecolors
SIMPLEs	CRAN	simpleFDR
SIMPLEs	CRAN	simpleMH
SIMPLEs	CRAN	simpleMLP
SIMPLEs	CRAN	simpleSetup
SIMPLEs	CRAN	simplevis
SIMPLEs	CRAN	simplexdesign
simspec	CRAN	sims
simspec	CRAN	simsem
simspec	CRAN	SimSeq
SINC	PyPI	sic
SINC	PyPI	signac
SINC	PyPI	sin
SingleCellExplorer	PyPI	singlecell
singleCellHaystack	Bioc	singleCellTK
SingleCellNet	Bioc	SingleCellExperiment
SingleCellNet	Bioc	singleCellTK
SingleCellSignatureExplorer	Bioc	SingleCellSignalR
singleCellTK	CRAN	singleCellHaystack
SingleR	Bioc	signeR
singleseqgset	CRAN	SingleCaseES
SinQC	CRAN	INQC
SinQC	CRAN	SIN
SinQC	PyPI	sin
Sinto	PyPI	into
Sinto	PyPI	shinto
Sinto	PyPI	sinfo
Sinto	PyPI	sinon
Sinto	PyPI	sinor
Sinto	PyPI	spintop
SIP	Conda	sip
SIP	CRAN	ASIP
SIP	CRAN	MSiP
SIP	CRAN	RSIP
SIP	CRAN	SHIP
SIP	CRAN	SI
SIP	PyPI	asip
SIP	PyPI	csip
SIP	PyPI	ship
SIP	PyPI	si
SIP	PyPI	sicp
SIP	PyPI	silp
SIP	PyPI	simp
SIP	PyPI	sip
SIP	PyPI	SIP
SIP	PyPI	Sip2
SIP	PyPI	sipak
SIP	PyPI	sipay
SIP	PyPI	sipcp
SIP	PyPI	sipe
SIP	PyPI	sipi
SIP	PyPI	Sipie
SIP	PyPI	SiPM
SIP	PyPI	sipri
SIP	PyPI	sips
SIP	PyPI	sipy
SIP	PyPI	skip
SIP	PyPI	SLIP
SIP	PyPI	snip
SIP	PyPI	tsip
sircel	PyPI	sice
sircel	PyPI	simrel
sircel	PyPI	sire
SISUA	PyPI	sis
SISUA	PyPI	sisa
slalom	CRAN	slam
slalom	PyPI	slalom
slalom	PyPI	slam
SLICE	Conda	slicer
SLICE	CRAN	dslice
SLICE	CRAN	SLICER
SLICE	CRAN	SLIDE
SLICE	CRAN	SPLICE
SLICE	PyPI	slice
SLICER	Conda	slicer
SLICER	Conda	slicerator
slingshot	PyPI	slingshot
SMILE	PyPI	BSMILES
SMILE	PyPI	hsmfile
SMILE	PyPI	pysmile
SMILE	PyPI	smafile
SMILE	PyPI	smfiles
SMILE	PyPI	smile
SMILE	PyPI	smilectl
SMILE	PyPI	SmileGAN
SMILE	PyPI	SmileLog
SMILE	PyPI	smileml
SMILE	PyPI	smilepack
SMILE	PyPI	smileql
SMILE	PyPI	smiler
SMILE	PyPI	SmilesPE
SMILE	PyPI	smiley
SMILE	PyPI	smilez
SMILE	PyPI	smilite
SMILE	PyPI	smime
SMILE	PyPI	smite
SMNN	CRAN	snn
solo	PyPI	olo
solo	PyPI	soklog
solo	PyPI	SoL
solo	PyPI	solo
solo	PyPI	solomon
solo	PyPI	solon
solo	PyPI	solowPy
SOUP	CRAN	SOP
SOUP	CRAN	SOUP
SOUP	CRAN	SoupX
SOUP	PyPI	soup
souporcell	PyPI	source
SoupX	CRAN	SOUP
SPADE	CRAN	Pade
SPADE	CRAN	space
SPADE	CRAN	SpadeR
SPADE	CRAN	SpaDES
SPADE	CRAN	spate
SPADE	PyPI	spade
SPADE	PyPI	SPADE
SpaOTsc	PyPI	spasco
SpaOTsc	PyPI	spats
SpaOTsc	PyPI	spots
SparseDC	Bioc	sparseDOSSA
SPARSim	CRAN	parSim
SPARSim	CRAN	SPAr
SPARSim	CRAN	sparseGAM
SPARSim	CRAN	sparseinv
SPARSim	CRAN	SparseLPM
SPARSim	CRAN	SparseM
SPARSim	CRAN	SparseMDC
SPARSim	CRAN	SparseMSE
SPARSim	CRAN	sparseMVN
SPARSim	CRAN	sparseSEM
SPARSim	CRAN	sparseSVM
SPARSim	CRAN	sparsio
SPaRTAN	PyPI	artan
SPaRTAN	PyPI	Patan
SPaRTAN	PyPI	spar
SPaRTAN	PyPI	sparen
SPaRTAN	PyPI	sparkitlearn
SPaRTAN	PyPI	sparta
SPaRTAN	PyPI	Spartacus
SPaRTAN	PyPI	spartan
SPaRTAN	PyPI	spartan-py
SPaRTAN	PyPI	spartan-viz
SPaRTAN	PyPI	spartan2
SPaRTAN	PyPI	spartans
SPaRTAN	PyPI	spartaquant
SPaRTAN	PyPI	sparti
SPaRTAN	PyPI	sparts
speckle	Bioc	specL
speckle	CRAN	spec
speckle	CRAN	specklestar
Spectre	Bioc	Spectra
Spectre	CRAN	SCEPtER
Spectre	CRAN	spec
Spectre	CRAN	specr
Spectre	CRAN	spectral
Spectre	CRAN	spectre
Spectre	CRAN	spectrino
Spectre	CRAN	Spectrum
Spectrum	Bioc	Spectra
Spectrum	PyPI	spectrum
splattdr	Bioc	splatter
Splatter	CRAN	plater
SPmarker	PyPI	marker
SPmarker	PyPI	Parker
SPmarker	PyPI	pymarker
SPmarker	PyPI	spark-emr
SPmarker	PyPI	sparkler
SPmarker	PyPI	sparklier
SPRING	PyPI	emspring
SPRING	PyPI	sparkling
SPRING	PyPI	spin
SPRING	PyPI	sping
SPRING	PyPI	sprang
SPRING	PyPI	sprig
SPRING	PyPI	spring
SPRING	PyPI	spring-aws
SPRING	PyPI	springboard
SPRING	PyPI	springbok
SPRING	PyPI	springer
SPRING	PyPI	springerdl
SPRING	PyPI	springfield
SPRING	PyPI	springheel
SPRING	PyPI	springleaf
SPRING	PyPI	SpringRank
SPRING	PyPI	springserve
SPRING	PyPI	springust
SPRING	PyPI	springy
SPRING	PyPI	sprint
SPRING	PyPI	Spurwing
sscClust	CRAN	scclust
SSrGE	PyPI	ssr
STACAS	CRAN	stacks
STAR	CRAN	STAR
STAR	PyPI	star
StationaryOT	PyPI	statina
StationaryOT	PyPI	station
STEMNET	CRAN	SemNeT
STEMNET	CRAN	Stem
STREAM	Conda	streamz
STREAM	CRAN	stream
STREAM	PyPI	agstream
STREAM	PyPI	cstream
STREAM	PyPI	dbstream
STREAM	PyPI	DStream
STREAM	PyPI	estream
STREAM	PyPI	fstream
STREAM	PyPI	gcstream
STREAM	PyPI	imstream
STREAM	PyPI	iostream
STREAM	PyPI	mlstream
STREAM	PyPI	mstream
STREAM	PyPI	nfstream
STREAM	PyPI	ngstream
STREAM	PyPI	pstream
STREAM	PyPI	pystream
STREAM	PyPI	stea
STREAM	PyPI	steam
STREAM	PyPI	steamy
STREAM	PyPI	stem
STREAM	PyPI	stema
STREAM	PyPI	sterm
STREAM	PyPI	StoreM
STREAM	PyPI	stra
STREAM	PyPI	stram
STREAM	PyPI	stramp
STREAM	PyPI	streak
STREAM	PyPI	stream
STREAM	PyPI	stream_tap
STREAM	PyPI	stream-chat
STREAM	PyPI	stream-csv
STREAM	PyPI	stream-rpc
STREAM	PyPI	stream2hop
STREAM	PyPI	stream2msg
STREAM	PyPI	stream2py
STREAM	PyPI	streamad
STREAM	PyPI	streamAPI
STREAM	PyPI	streambed
STREAM	PyPI	streambin
STREAM	PyPI	streambook
STREAM	PyPI	streamcat
STREAM	PyPI	streamchat
STREAM	PyPI	streamdeck
STREAM	PyPI	streamdeckd
STREAM	PyPI	streamduo
STREAM	PyPI	streamer
STREAM	PyPI	streamfig
STREAM	PyPI	streamflow
STREAM	PyPI	streamhist
STREAM	PyPI	streamhub
STREAM	PyPI	streamhut
STREAM	PyPI	streaming
STREAM	PyPI	streamingds
STREAM	PyPI	StreamInput
STREAM	PyPI	streamio
STREAM	PyPI	streamit
STREAM	PyPI	streamkit
STREAM	PyPI	streamline
STREAM	PyPI	streamlined
STREAM	PyPI	streamlines
STREAM	PyPI	streamlink
STREAM	PyPI	streamlit
STREAM	PyPI	streamlocal
STREAM	PyPI	Streamly
STREAM	PyPI	streamm
STREAM	PyPI	streamml2
STREAM	PyPI	streamp3
STREAM	PyPI	streamparse
STREAM	PyPI	streampie
STREAM	PyPI	streamplot
STREAM	PyPI	streampy
STREAM	PyPI	streamrip
STREAM	PyPI	streamrpc
STREAM	PyPI	streams
STREAM	PyPI	streamsets
STREAM	PyPI	streamshift
STREAM	PyPI	streamside
STREAM	PyPI	streamsplit
STREAM	PyPI	streamsql
STREAM	PyPI	streamstats
STREAM	PyPI	streamsx
STREAM	PyPI	streamtest
STREAM	PyPI	streamtools
STREAM	PyPI	StreamV
STREAM	PyPI	streamy
STREAM	PyPI	Streamy
STREAM	PyPI	streamyt
STREAM	PyPI	streamz
STREAM	PyPI	streem
STREAM	PyPI	StreetNames
STREAM	PyPI	strenum
STREAM	PyPI	StrEnum
STREAM	PyPI	upstream
STREAM	PyPI	xstream
STREAM	PyPI	zstream
STREAM	PyPI	zstreams
SuperCell	CRAN	superml
SuperCell	CRAN	superpc
supercells	PyPI	SuperC
supercells	PyPI	supercel
supercells	PyPI	supercell
supercells	PyPI	supercell-core
supercells	PyPI	supercell-slack
supercells	PyPI	supercell-step
supercells	PyPI	supercell-tools
supercells	PyPI	supercellmap
supercells	PyPI	superClass
supercells	PyPI	supercli
supercells	PyPI	superconsole
supercells	PyPI	supercsv
supercells	PyPI	supers
supercells	PyPI	superseal
Superscan	PyPI	super
Superscan	PyPI	supera
Superscan	PyPI	superaa
Superscan	PyPI	superabc
Superscan	PyPI	superai
Superscan	PyPI	SuperC
Superscan	PyPI	supercanvas
Superscan	PyPI	supercap
Superscan	PyPI	supercat
Superscan	PyPI	superchain
Superscan	PyPI	superClass
Superscan	PyPI	supercls
Superscan	PyPI	supercron
Superscan	PyPI	supercsv
Superscan	PyPI	superjson
Superscan	PyPI	superlance
Superscan	PyPI	superman
Superscan	PyPI	supermann
Superscan	PyPI	SuperMS
Superscan	PyPI	supers
Superscan	PyPI	superseal
Superscan	PyPI	superset_hand
Superscan	PyPI	superss
Superscan	PyPI	superstar
switchde	CRAN	switchboard
switchde	CRAN	switchcase
switchde	CRAN	switchnpreg
switchde	CRAN	switchr
Symphony	Conda	sympy
Symphony	CRAN	Rsymphony
SymSim	CRAN	symSEM
Tangram	PyPI	anagram
Tangram	PyPI	tang
Tangram	PyPI	tanglegram
Tangram	PyPI	tangram
Tangram	PyPI	Taram
tascCODA	PyPI	scCODA
TCM	PyPI	tcm
TDL	PyPI	ctdl
TDL	PyPI	rtdl
TDL	PyPI	td
TDL	PyPI	tdl
TDL	PyPI	tdlib
TDL	PyPI	TDLT
TDL	PyPI	tdml
TDL	PyPI	thdl
TDL	PyPI	tqdl
TDL	PyPI	ytdl
TED	CRAN	TE
TED	CRAN	TED
TED	CRAN	teda
Tempora	Conda	tempora
Tempora	CRAN	tempoR
Tempora	CRAN	Temporal
Tempora	CRAN	tempR
TENET	PyPI	enet
TENET	PyPI	litenet
TENET	PyPI	pytenet
TENET	PyPI	tedent
TENET	PyPI	tednet
TENET	PyPI	telnet2
TENET	PyPI	ten
TENET	PyPI	tencent
TENET	PyPI	tenet
TENET	PyPI	teneto
TENET	PyPI	TenetPy
TENET	PyPI	trendet
TENET	PyPI	xtelnet
TILPRED	CRAN	ipred
TinGa	Bioc	TIN
tn_test	PyPI	lt_test
tn_test	PyPI	nn_test
topslam	PyPI	topsbm
topslam	PyPI	TopSim
TraCeR	CRAN	tracer
TraCeR	PyPI	jtracker
TraCeR	PyPI	mtracer
TraCeR	PyPI	ntracer
TraCeR	PyPI	potracer
TraCeR	PyPI	ptracer
TraCeR	PyPI	pytracer
TraCeR	PyPI	racer
TraCeR	PyPI	Trac
TraCeR	PyPI	TracBzr
TraCeR	PyPI	Trace
TraCeR	PyPI	traceb
TraCeR	PyPI	tracee
TraCeR	PyPI	tracefront
TraCeR	PyPI	tracegrep
TraCeR	PyPI	tracematrix
TraCeR	PyPI	tracenl
TraCeR	PyPI	traceprint
TraCeR	PyPI	tracepy
TraCeR	PyPI	tracer
TraCeR	PyPI	tracerepo
TraCeR	PyPI	tracereq
TraCeR	PyPI	tracerex
TraCeR	PyPI	tracerlib
TraCeR	PyPI	tracermppt
TraCeR	PyPI	traceroute
TraCeR	PyPI	tracerr
TraCeR	PyPI	tracers
TraCeR	PyPI	tracery
TraCeR	PyPI	traces
TraCeR	PyPI	traceurl
TraCeR	PyPI	trachet
TraCeR	PyPI	track_error
TraCeR	PyPI	tracker
TraCeR	PyPI	Tracker-HSV
TraCeR	PyPI	tracker-ml
TraCeR	PyPI	tracker17
TraCeR	PyPI	trackerao
TraCeR	PyPI	trackerfw
TraCeR	PyPI	TrackerGG
TraCeR	PyPI	trackerlab
TraCeR	PyPI	tracklater
TraCeR	PyPI	tracklr
TraCeR	PyPI	trackme
TraCeR	PyPI	trackmerge
TraCeR	PyPI	trackr
TraCeR	PyPI	TrackZero
TraCeR	PyPI	tractor
TraCeR	PyPI	trader
TraCeR	PyPI	trance
TraCeR	PyPI	transducer
TraCeR	PyPI	traVer
TraCeR	PyPI	trazer
TraCeR	PyPI	vtracker
tradeSeq	CRAN	trade
Trajan	CRAN	traj
transformGamPoi	CRAN	transformmos
TraSig	PyPI	translige
TraSig	PyPI	trashit
TraSig	PyPI	trig
Tree-SNE	PyPI	tree-distance
Tree-SNE	PyPI	tree-sitter
Tree-SNE	PyPI	treenet
Tree-SNE	PyPI	trees
Tree-SNE	PyPI	treesel
Tree-SNE	PyPI	treesnake
Triangulate	CRAN	triangle
Triangulate	CRAN	triangulation
Triangulate	CRAN	triangulr
Triku	PyPI	tri
Triku	PyPI	trik
Triku	PyPI	triko
TRUST4	Conda	trustme
trVAE	PyPI	trv
TSCAN	CRAN	scan
TSCAN	CRAN	tsc
Tweedieverse	CRAN	tweedie
txburst	PyPI	burst
UCell	Bioc	AUCell
UNCURL	PyPI	uncurl
UNIFAN	PyPI	unifrac
UNIFAN	PyPI	unin
UnionCom	PyPI	union
UniPath	Bioc	iPath
UniPath	CRAN	uniah
UniverSC	CRAN	universals
VAM	CRAN	vamc
VAM	CRAN	VGAM
VAMF	CRAN	VAM
VarTrix	PyPI	vartrix
VASC	PyPI	asc
VASC	PyPI	vac
VASC	PyPI	vas
VASC	PyPI	VaspCZ
VECTOR	Bioc	XVector
VECTOR	CRAN	vetr
VEGA	PyPI	vega
VEGA	PyPI	vega3
VEGA	PyPI	vegans
VEGA	PyPI	vegas
VEGA	PyPI	vegav1
VEGA	PyPI	VGA
velociraptor	CRAN	velociraptr
velociraptor	PyPI	pyvelociraptor
velociraptor	PyPI	velociraptor
velociraptor	PyPI	Velociwrapper
VeloRep	PyPI	velo
VeloRep	PyPI	velopy
VeloRep	PyPI	velour
VeTra	PyPI	etra
VeTra	PyPI	ventura
VeTra	PyPI	vera
VeTra	PyPI	verta
VeTra	PyPI	veta
VeTra	PyPI	vetriadd
VeTra	PyPI	vetrr
VIA	PyPI	vi
VIA	PyPI	via
VIA	PyPI	vial
VIA	PyPI	viapy
VIA	PyPI	vica
VIA	PyPI	vida
VIA	PyPI	VIGA
VIA	PyPI	vika
VIA	PyPI	visa
VIA	PyPI	viva
VIPER	Bioc	viper
VIPER	CRAN	vip
VIPER	CRAN	vipor
VIPER	PyPI	Viper
Vireo	PyPI	vicero
Vireo	PyPI	vire
Vireo	PyPI	viren
Vireo	PyPI	vireo
Vireo	PyPI	virgo
Vireo	PyPI	viron
VISION	Conda	visions
VISION	PyPI	vision
visnormsc	PyPI	vinorm
VITAE	CRAN	vita
VITAE	CRAN	vitae
VPAC	PyPI	pac
VPAC	PyPI	vac
VPAC	PyPI	vpc
VPAC	PyPI	vphack
WASP	CRAN	WASP
WASP	CRAN	waspr
WASP	PyPI	asp
WASP	PyPI	owasp
WASP	PyPI	wap
WASP	PyPI	waps
WASP	PyPI	was
WASP	PyPI	wasmpy
WASP	PyPI	wasp
WASP	PyPI	waspy
WaveCrest	CRAN	wavelets
WaveCrest	CRAN	waver
WaveCrest	CRAN	waves
Wishbone	PyPI	wishbone
Wx	PyPI	wx
Wx	PyPI	wxc
Wx	PyPI	wxx
ZIFA	PyPI	ifa
ZIFA	PyPI	zia
ZIFA	PyPI	ziffa
ZINBAE	PyPI	zincbase
ZINBAE	PyPI	zineb
